indic_is,unit,sizen_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_AESBHM,PC_ENT,10_D35_E39,BG	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,CY	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,CZ	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,EA	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,EE	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,EL	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,ES	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,EU15	: 	: 	: 	: 	: 	: 	: 	: 	40 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,EU27	: 	: 	: 	: 	: 	: 	: 	: 	34 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	33 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,EU28	: 	: 	: 	: 	: 	: 	: 	: 	34 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,FI	: 	: 	: 	: 	: 	: 	: 	: 	54 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,FR	: 	: 	: 	: 	: 	: 	: 	: 	31 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,HR	: 	: 	: 	: 	: 	: 	: 	: 	36 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,HU	: 	: 	: 	: 	: 	: 	: 	: 	32 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,IE	: 	: 	: 	: 	: 	: 	: 	: 	44 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,IT	: 	: 	: 	: 	: 	: 	: 	: 	32 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,LT	: 	: 	: 	: 	: 	: 	: 	: 	22 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,LU	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,LV	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,NL	: 	: 	: 	: 	: 	: 	: 	: 	48 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,NO	: 	: 	: 	: 	: 	: 	: 	: 	80 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,PL	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,PT	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,RO	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,SE	: 	: 	: 	: 	: 	: 	: 	: 	73 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,SI	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,SK	: 	: 	: 	: 	: 	: 	: 	: 	34 	: 	: 
E_AESBHM,PC_ENT,10_D35_E39,UK	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,AT	: 	: 	: 	: 	: 	: 	: 	: 	49 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,BE	: 	: 	: 	: 	: 	: 	: 	: 	28 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,BG	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,CY	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,CZ	: 	: 	: 	: 	: 	: 	: 	: 	32 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_F41_43,DK	: 	: 	: 	: 	: 	: 	: 	: 	69 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,EA	: 	: 	: 	: 	: 	: 	: 	: 	27 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,EE	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,EL	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,ES	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,EU15	: 	: 	: 	: 	: 	: 	: 	: 	29 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,EU27	: 	: 	: 	: 	: 	: 	: 	: 	27 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	26 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,EU28	: 	: 	: 	: 	: 	: 	: 	: 	27 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,FI	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,FR	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,HR	: 	: 	: 	: 	: 	: 	: 	: 	29 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,HU	: 	: 	: 	: 	: 	: 	: 	: 	31 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,IE	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,IT	: 	: 	: 	: 	: 	: 	: 	: 	22 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,LT	: 	: 	: 	: 	: 	: 	: 	: 	24 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,LU	: 	: 	: 	: 	: 	: 	: 	: 	28 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,LV	: 	: 	: 	: 	: 	: 	: 	: 	20 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_F41_43,MT	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,NL	: 	: 	: 	: 	: 	: 	: 	: 	33 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,NO	: 	: 	: 	: 	: 	: 	: 	: 	55 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,PL	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_F41_43,RO	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,SE	: 	: 	: 	: 	: 	: 	: 	: 	48 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,SI	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,SK	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 
E_AESBHM,PC_ENT,10_F41_43,UK	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 
E_AESBHM,PC_ENT,10_G45,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45,BG	: 	: 	: 	: 	: 	: 	: 	: 	18 	: 	: 
E_AESBHM,PC_ENT,10_G45,CY	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 
E_AESBHM,PC_ENT,10_G45,CZ	: 	: 	: 	: 	: 	: 	: 	: 	64 	: 	: 
E_AESBHM,PC_ENT,10_G45,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45,DK	: 	: 	: 	: 	: 	: 	: 	: 	82 	: 	: 
E_AESBHM,PC_ENT,10_G45,EA	: 	: 	: 	: 	: 	: 	: 	: 	50 	: 	: 
E_AESBHM,PC_ENT,10_G45,EE	: 	: 	: 	: 	: 	: 	: 	: 	32 	: 	: 
E_AESBHM,PC_ENT,10_G45,EL	: 	: 	: 	: 	: 	: 	: 	: 	20 	: 	: 
E_AESBHM,PC_ENT,10_G45,ES	: 	: 	: 	: 	: 	: 	: 	: 	41 	: 	: 
E_AESBHM,PC_ENT,10_G45,EU15	: 	: 	: 	: 	: 	: 	: 	: 	53 	: 	: 
E_AESBHM,PC_ENT,10_G45,EU27	: 	: 	: 	: 	: 	: 	: 	: 	50 	: 	: 
E_AESBHM,PC_ENT,10_G45,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	48 	: 	: 
E_AESBHM,PC_ENT,10_G45,EU28	: 	: 	: 	: 	: 	: 	: 	: 	50 	: 	: 
E_AESBHM,PC_ENT,10_G45,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45,FR	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 
E_AESBHM,PC_ENT,10_G45,HR	: 	: 	: 	: 	: 	: 	: 	: 	69 	: 	: 
E_AESBHM,PC_ENT,10_G45,HU	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBHM,PC_ENT,10_G45,IE	: 	: 	: 	: 	: 	: 	: 	: 	68 	: 	: 
E_AESBHM,PC_ENT,10_G45,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45,LT	: 	: 	: 	: 	: 	: 	: 	: 	55 	: 	: 
E_AESBHM,PC_ENT,10_G45,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45,LV	: 	: 	: 	: 	: 	: 	: 	: 	36 	: 	: 
E_AESBHM,PC_ENT,10_G45,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45,MT	: 	: 	: 	: 	: 	: 	: 	: 	36 	: 	: 
E_AESBHM,PC_ENT,10_G45,NL	: 	: 	: 	: 	: 	: 	: 	: 	64 	: 	: 
E_AESBHM,PC_ENT,10_G45,NO	: 	: 	: 	: 	: 	: 	: 	: 	67 	: 	: 
E_AESBHM,PC_ENT,10_G45,PL	: 	: 	: 	: 	: 	: 	: 	: 	28 	: 	: 
E_AESBHM,PC_ENT,10_G45,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45,RO	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 
E_AESBHM,PC_ENT,10_G45,SE	: 	: 	: 	: 	: 	: 	: 	: 	54 	: 	: 
E_AESBHM,PC_ENT,10_G45,SI	: 	: 	: 	: 	: 	: 	: 	: 	60 	: 	: 
E_AESBHM,PC_ENT,10_G45,SK	: 	: 	: 	: 	: 	: 	: 	: 	40 	: 	: 
E_AESBHM,PC_ENT,10_G45,UK	: 	: 	: 	: 	: 	: 	: 	: 	70 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,AT	: 	: 	: 	: 	: 	: 	: 	: 	64 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,BE	: 	: 	: 	: 	: 	: 	: 	: 	52 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,BG	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,CY	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,CZ	: 	: 	: 	: 	: 	: 	: 	: 	55 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45_47,DK	: 	: 	: 	: 	: 	: 	: 	: 	78 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,EA	: 	: 	: 	: 	: 	: 	: 	: 	44 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,EE	: 	: 	: 	: 	: 	: 	: 	: 	29 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,EL	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,ES	: 	: 	: 	: 	: 	: 	: 	: 	33 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,EU15	: 	: 	: 	: 	: 	: 	: 	: 	48 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,EU27	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	41 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,EU28	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,FI	: 	: 	: 	: 	: 	: 	: 	: 	61 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,FR	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,HR	: 	: 	: 	: 	: 	: 	: 	: 	44 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,HU	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,IE	: 	: 	: 	: 	: 	: 	: 	: 	54 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,IT	: 	: 	: 	: 	: 	: 	: 	: 	33 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,LT	: 	: 	: 	: 	: 	: 	: 	: 	44 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,LU	: 	: 	: 	: 	: 	: 	: 	: 	44 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,LV	: 	: 	: 	: 	: 	: 	: 	: 	27 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G45_47,MT	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,NL	: 	: 	: 	: 	: 	: 	: 	: 	53 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,NO	: 	: 	: 	: 	: 	: 	: 	: 	68 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,PL	: 	: 	: 	: 	: 	: 	: 	: 	25 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,PT	: 	: 	: 	: 	: 	: 	: 	: 	41 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,RO	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,SE	: 	: 	: 	: 	: 	: 	: 	: 	66 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,SI	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,SK	: 	: 	: 	: 	: 	: 	: 	: 	35 	: 	: 
E_AESBHM,PC_ENT,10_G45_47,UK	: 	: 	: 	: 	: 	: 	: 	: 	64 	: 	: 
E_AESBHM,PC_ENT,10_G46,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G46,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G46,BG	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 
E_AESBHM,PC_ENT,10_G46,CY	: 	: 	: 	: 	: 	: 	: 	: 	15 	: 	: 
E_AESBHM,PC_ENT,10_G46,CZ	: 	: 	: 	: 	: 	: 	: 	: 	56 	: 	: 
E_AESBHM,PC_ENT,10_G46,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G46,DK	: 	: 	: 	: 	: 	: 	: 	: 	85 	: 	: 
E_AESBHM,PC_ENT,10_G46,EA	: 	: 	: 	: 	: 	: 	: 	: 	45 	: 	: 
E_AESBHM,PC_ENT,10_G46,EE	: 	: 	: 	: 	: 	: 	: 	: 	33 	: 	: 
E_AESBHM,PC_ENT,10_G46,EL	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 
E_AESBHM,PC_ENT,10_G46,ES	: 	: 	: 	: 	: 	: 	: 	: 	33 	: 	: 
E_AESBHM,PC_ENT,10_G46,EU15	: 	: 	: 	: 	: 	: 	: 	: 	49 	: 	: 
E_AESBHM,PC_ENT,10_G46,EU27	: 	: 	: 	: 	: 	: 	: 	: 	45 	: 	: 
E_AESBHM,PC_ENT,10_G46,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBHM,PC_ENT,10_G46,EU28	: 	: 	: 	: 	: 	: 	: 	: 	45 	: 	: 
E_AESBHM,PC_ENT,10_G46,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G46,FR	: 	: 	: 	: 	: 	: 	: 	: 	42 	: 	: 
E_AESBHM,PC_ENT,10_G46,HR	: 	: 	: 	: 	: 	: 	: 	: 	41 	: 	: 
E_AESBHM,PC_ENT,10_G46,HU	: 	: 	: 	: 	: 	: 	: 	: 	48 	: 	: 
E_AESBHM,PC_ENT,10_G46,IE	: 	: 	: 	: 	: 	: 	: 	: 	61 	: 	: 
E_AESBHM,PC_ENT,10_G46,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G46,LT	: 	: 	: 	: 	: 	: 	: 	: 	44 	: 	: 
E_AESBHM,PC_ENT,10_G46,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G46,LV	: 	: 	: 	: 	: 	: 	: 	: 	35 	: 	: 
E_AESBHM,PC_ENT,10_G46,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G46,MT	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 
E_AESBHM,PC_ENT,10_G46,NL	: 	: 	: 	: 	: 	: 	: 	: 	52 	: 	: 
E_AESBHM,PC_ENT,10_G46,NO	: 	: 	: 	: 	: 	: 	: 	: 	80 	: 	: 
E_AESBHM,PC_ENT,10_G46,PL	: 	: 	: 	: 	: 	: 	: 	: 	29 	: 	: 
E_AESBHM,PC_ENT,10_G46,PT	: 	: 	: 	: 	: 	: 	: 	: 	42 	: 	: 
E_AESBHM,PC_ENT,10_G46,RO	: 	: 	: 	: 	: 	: 	: 	: 	15 	: 	: 
E_AESBHM,PC_ENT,10_G46,SE	: 	: 	: 	: 	: 	: 	: 	: 	76 	: 	: 
E_AESBHM,PC_ENT,10_G46,SI	: 	: 	: 	: 	: 	: 	: 	: 	40 	: 	: 
E_AESBHM,PC_ENT,10_G46,SK	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 
E_AESBHM,PC_ENT,10_G46,UK	: 	: 	: 	: 	: 	: 	: 	: 	63 	: 	: 
E_AESBHM,PC_ENT,10_G47,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G47,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G47,BG	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 
E_AESBHM,PC_ENT,10_G47,CY	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 
E_AESBHM,PC_ENT,10_G47,CZ	: 	: 	: 	: 	: 	: 	: 	: 	50 	: 	: 
E_AESBHM,PC_ENT,10_G47,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G47,DK	: 	: 	: 	: 	: 	: 	: 	: 	63 	: 	: 
E_AESBHM,PC_ENT,10_G47,EA	: 	: 	: 	: 	: 	: 	: 	: 	40 	: 	: 
E_AESBHM,PC_ENT,10_G47,EE	: 	: 	: 	: 	: 	: 	: 	: 	24 	: 	: 
E_AESBHM,PC_ENT,10_G47,EL	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 
E_AESBHM,PC_ENT,10_G47,ES	: 	: 	: 	: 	: 	: 	: 	: 	28 	: 	: 
E_AESBHM,PC_ENT,10_G47,EU15	: 	: 	: 	: 	: 	: 	: 	: 	44 	: 	: 
E_AESBHM,PC_ENT,10_G47,EU27	: 	: 	: 	: 	: 	: 	: 	: 	39 	: 	: 
E_AESBHM,PC_ENT,10_G47,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	36 	: 	: 
E_AESBHM,PC_ENT,10_G47,EU28	: 	: 	: 	: 	: 	: 	: 	: 	39 	: 	: 
E_AESBHM,PC_ENT,10_G47,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G47,FR	: 	: 	: 	: 	: 	: 	: 	: 	36 	: 	: 
E_AESBHM,PC_ENT,10_G47,HR	: 	: 	: 	: 	: 	: 	: 	: 	42 	: 	: 
E_AESBHM,PC_ENT,10_G47,HU	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 
E_AESBHM,PC_ENT,10_G47,IE	: 	: 	: 	: 	: 	: 	: 	: 	46 	: 	: 
E_AESBHM,PC_ENT,10_G47,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G47,LT	: 	: 	: 	: 	: 	: 	: 	: 	39 	: 	: 
E_AESBHM,PC_ENT,10_G47,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G47,LV	: 	: 	: 	: 	: 	: 	: 	: 	20 	: 	: 
E_AESBHM,PC_ENT,10_G47,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_G47,MT	: 	: 	: 	: 	: 	: 	: 	: 	24 	: 	: 
E_AESBHM,PC_ENT,10_G47,NL	: 	: 	: 	: 	: 	: 	: 	: 	50 	: 	: 
E_AESBHM,PC_ENT,10_G47,NO	: 	: 	: 	: 	: 	: 	: 	: 	62 	: 	: 
E_AESBHM,PC_ENT,10_G47,PL	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 
E_AESBHM,PC_ENT,10_G47,PT	: 	: 	: 	: 	: 	: 	: 	: 	42 	: 	: 
E_AESBHM,PC_ENT,10_G47,RO	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 
E_AESBHM,PC_ENT,10_G47,SE	: 	: 	: 	: 	: 	: 	: 	: 	58 	: 	: 
E_AESBHM,PC_ENT,10_G47,SI	: 	: 	: 	: 	: 	: 	: 	: 	40 	: 	: 
E_AESBHM,PC_ENT,10_G47,SK	: 	: 	: 	: 	: 	: 	: 	: 	30 	: 	: 
E_AESBHM,PC_ENT,10_G47,UK	: 	: 	: 	: 	: 	: 	: 	: 	63 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_H49_53,BE	: 	: 	: 	: 	: 	: 	: 	: 	42 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,BG	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,CY	: 	: 	: 	: 	: 	: 	: 	: 	13 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,CZ	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_H49_53,DK	: 	: 	: 	: 	: 	: 	: 	: 	65 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,EA	: 	: 	: 	: 	: 	: 	: 	: 	34 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,EE	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,EL	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,ES	: 	: 	: 	: 	: 	: 	: 	: 	23 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,EU15	: 	: 	: 	: 	: 	: 	: 	: 	37 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,EU27	: 	: 	: 	: 	: 	: 	: 	: 	35 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	33 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,EU28	: 	: 	: 	: 	: 	: 	: 	: 	35 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,FI	: 	: 	: 	: 	: 	: 	: 	: 	36 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,FR	: 	: 	: 	: 	: 	: 	: 	: 	27 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,HR	: 	: 	: 	: 	: 	: 	: 	: 	33 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,HU	: 	: 	: 	: 	: 	: 	: 	: 	31 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,IE	: 	: 	: 	: 	: 	: 	: 	: 	47 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,IT	: 	: 	: 	: 	: 	: 	: 	: 	23 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,LT	: 	: 	: 	: 	: 	: 	: 	: 	40 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,LU	: 	: 	: 	: 	: 	: 	: 	: 	35 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,LV	: 	: 	: 	: 	: 	: 	: 	: 	20 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_H49_53,MT	: 	: 	: 	: 	: 	: 	: 	: 	20 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,NL	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,NO	: 	: 	: 	: 	: 	: 	: 	: 	52 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,PL	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBHM,PC_ENT,10_H49_53,RO	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,SE	: 	: 	: 	: 	: 	: 	: 	: 	46 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,SI	: 	: 	: 	: 	: 	: 	: 	: 	30 	: 	: 
E_AESBHM,PC_ENT,10_H49_53,SK	: 	: 	: 	: 	: 	: 	: 	: 	28 	: 	: 
