indic_is,unit,sizen_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_AESELL,PC_ENT,10_S951,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 	: 
E_AESELL,PC_ENT,10_S951,EU27	: 	29 	30 	28 	26 	26 	26 	23 	21 	22 	: 
E_AESELL,PC_ENT,10_S951,EU27_2019	31 	31 	32 	28 	27 	27 	29 	23 	21 	22 	: 
E_AESELL,PC_ENT,10_S951,EU28	31 	29 	30 	28 	27 	26 	27 	24 	21 	22 	: 
E_AESELL,PC_ENT,10_S951,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
E_AESELL,PC_ENT,10_S951,FR	27 	24 	38 	34 	38 	20 	17 	19 	: u	: u	: 
E_AESELL,PC_ENT,10_S951,HR	: u	: c	15 	0 	: u	: u	53 	56 	: u	5 	: 
E_AESELL,PC_ENT,10_S951,HU	37 	27 	28 	27 	29 	37 	32 	22 	19 	16 	: 
E_AESELL,PC_ENT,10_S951,IE	83 	44 	40 	25 	33 	33 	80 	16 	17 	53 	: 
E_AESELL,PC_ENT,10_S951,IS	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 
E_AESELL,PC_ENT,10_S951,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
E_AESELL,PC_ENT,10_S951,LT	27 	33 	22 	36 	31 	40 	36 	37 	47 	52 	: 
E_AESELL,PC_ENT,10_S951,LU	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
E_AESELL,PC_ENT,10_S951,LV	: u	67 	: c	54 	50 	36 	15 	30 	27 	0 	: 
E_AESELL,PC_ENT,10_S951,ME	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,10_S951,MK	: 	: 	: 	0 	0 	0 	0 	0 	: c	: 	: 
E_AESELL,PC_ENT,10_S951,MT	: c	: c	: c	: c	: c	: c	: 	: 	: c	: c	: 
E_AESELL,PC_ENT,10_S951,NL	21 	: u	: u	: u	: u	42 	38 	37 	15 	41 	: 
E_AESELL,PC_ENT,10_S951,NO	83 	71 	82 	69 	60 	55 	60 	27 	50 	77 	: 
E_AESELL,PC_ENT,10_S951,PL	28 	30 	26 	36 	35 	36 	34 	23 	26 	: u	: 
E_AESELL,PC_ENT,10_S951,PT	34 	35 	31 	18 	21 	: u	9 	: u	6 	: u	: 
E_AESELL,PC_ENT,10_S951,RO	14 	19 	24 	19 	14 	24 	21 	5 	34 	14 	: 
E_AESELL,PC_ENT,10_S951,RS	14 	67 	50 	: 	: 	40 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,10_S951,SE	56 	77 	64 	33 	64 	56 	: u	38 	: u	: u	: 
E_AESELL,PC_ENT,10_S951,SI	0 	: c	: c	: c	50 	: c	50 	: c	44 	25 	: 
E_AESELL,PC_ENT,10_S951,SK	45 	63 	42 	23 	94 	0 	34 	12 	0 	3 	: 
E_AESELL,PC_ENT,10_S951,TR	14 	27 	19 	20 	: u	: 	: 	: 	: 	13 	: 
E_AESELL,PC_ENT,10_S951,UK	: u	: u	: u	28 	25 	22 	18 	26 	16 	24 	: 
E_AESELL,PC_ENT,L_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38 
E_AESELL,PC_ENT,L_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43 
E_AESELL,PC_ENT,L_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,L_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 
E_AESELL,PC_ENT,L_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 
E_AESELL,PC_ENT,L_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40 
E_AESELL,PC_ENT,L_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46 
E_AESELL,PC_ENT,L_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 
E_AESELL,PC_ENT,L_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 
E_AESELL,PC_ENT,L_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 
E_AESELL,PC_ENT,L_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 
E_AESELL,PC_ENT,L_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36 
E_AESELL,PC_ENT,L_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 
E_AESELL,PC_ENT,L_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32 
E_AESELL,PC_ENT,L_C10_N82_XK,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30 
E_AESELL,PC_ENT,L_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32 
E_AESELL,PC_ENT,L_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37 
E_AESELL,PC_ENT,L_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 
E_AESELL,PC_ENT,L_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27 
E_AESELL,PC_ENT,L_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 
E_AESELL,PC_ENT,L_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40 
E_AESELL,PC_ENT,L_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 
E_AESELL,PC_ENT,L_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 
E_AESELL,PC_ENT,L_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 
E_AESELL,PC_ENT,L_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,L_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39 
E_AESELL,PC_ENT,L_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 
E_AESELL,PC_ENT,L_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49 
E_AESELL,PC_ENT,L_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 
E_AESELL,PC_ENT,L_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 
E_AESELL,PC_ENT,L_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,L_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50 
E_AESELL,PC_ENT,L_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35 
E_AESELL,PC_ENT,L_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESELL,PC_ENT,L_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44 
E_AESELL,PC_ENT,L_C10_S951_XK,AT	54 	54 	49 	48 	48 	46 	43 	44 	45 	46 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,BA	28 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,BE	59 	59 	59 	58 	55 	49 	47 	46 	49 	53 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,BG	18 	15 	18 	17 	14 	12 	13 	11 	11 	7 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,CY	32 	30 	27 	29 	31 	33 	25 	20 	23 	15 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,CZ	51 	48 	49 	48 	47 	45 	44 	45 	46 	39 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,DE	39 	42 	48 	47 	51 	46 	48 	46 	46 	45 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,DK	62 	56 	56 	54 	55 	54 	56 	57 	52 	50 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,EA	43 	44 	46 	44 	44 	41 	41 	40 	38 	36 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,EE	46 	41 	40 	38 	31 	32 	31 	28 	33 	30 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,EL	27 	25 	24 	23 	17 	21 	20 	15 	19 	20 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,ES	41 	40 	41 	39 	38 	36 	33 	34 	31 	29 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,EU15	: 	45 	47 	45 	46 	43 	43 	42 	40 	38 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	36 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,EU27	: 	43 	44 	42 	43 	40 	40 	39 	37 	35 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,EU27_2019	42 	42 	43 	42 	42 	39 	39 	38 	36 	33 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,EU28	43 	42 	44 	42 	43 	40 	40 	39 	37 	35 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,FI	54 	57 	58 	55 	53 	49 	49 	50 	50 	49 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,FR	49 	50 	50 	48 	47 	44 	43 	44 	39 	35 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,HR	38 	35 	35 	35 	35 	52 	32 	37 	28 	30 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,HU	38 	37 	36 	34 	33 	31 	29 	27 	28 	24 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,IE	66 	62 	59 	52 	53 	50 	43 	38 	39 	35 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,IS	: 	58 	: 	: 	: 	53 	55 	64 	: 	52 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,IT	36 	35 	35 	31 	30 	26 	25 	27 	22 	17 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,LT	39 	37 	32 	27 	27 	30 	27 	24 	25 	28 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,LU	29 	29 	24 	24 	25 	28 	34 	30 	32 	28 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,LV	35 	30 	24 	23 	25 	22 	20 	18 	17 	16 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,ME	14 	17 	20 	: u	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,MK	: 	: 	: 	15 	13 	11 	10 	8 	: u	6 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,MT	40 	37 	34 	31 	35 	31 	31 	32 	34 	28 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,NL	41 	46 	45 	45 	42 	40 	41 	44 	41 	42 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,NO	48 	49 	50 	47 	45 	45 	47 	50 	46 	50 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,PL	41 	38 	36 	35 	35 	34 	33 	32 	29 	25 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,PT	47 	47 	45 	44 	41 	41 	37 	35 	35 	36 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,RO	22 	18 	18 	15 	18 	15 	14 	12 	9 	8 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,RS	34 	38 	41 	: 	: 	15 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,SE	66 	61 	58 	54 	56 	53 	54 	55 	55 	55 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,SI	63 	62 	57 	57 	55 	50 	48 	46 	44 	39 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,SK	40 	36 	38 	37 	34 	30 	36 	29 	27 	15 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,TR	24 	22 	21 	21 	20 	: 	: 	: 	: 	19 	: 
E_AESELL,PC_ENT,L_C10_S951_XK,UK	48 	46 	47 	45 	49 	48 	46 	47 	41 	44 	: 
E_AESELL,PC_ENT,M01_C10_S951_XK,DE	10 	11 	: u	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M01_C10_S951_XK,SE	13 	9 	14 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M01_C10_S951_XK,SK	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M09_C10_S951_XK,DE	11 	14 	22 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M09_C10_S951_XK,ES	5 	5 	4 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M09_C10_S951_XK,PT	8 	8 	7 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M09_C10_S951_XK,SE	15 	12 	16 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M09_C10_S951_XK,SK	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M09_C10_S951_XK,UK	13 	10 	8 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M29_C10_S951_XK,BE	20 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M29_C10_S951_XK,DE	12 	15 	23 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M29_C10_S951_XK,LV	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M29_C10_S951_XK,NL	20 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M29_C10_S951_XK,SE	22 	20 	23 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M29_C10_S951_XK,SK	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,MC_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 
E_AESELL,PC_ENT,MC_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESELL,PC_ENT,MC_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 
E_AESELL,PC_ENT,MC_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 
E_AESELL,PC_ENT,MC_C10_S951_XK,DE	: 	: 	: 	20 	22 	14 	16 	14 	: u	19 	: 
E_AESELL,PC_ENT,MC_C10_S951_XK,PT	: 	: 	: 	: 	: 	5 	5 	5 	4 	6 	: 
E_AESELL,PC_ENT,MC_C10_S951_XK,SE	: 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,MC_C10_S951_XK,SK	: 	: 	: 	4 	8 	6 	8 	7 	8 	4 	: 
E_AESELL,PC_ENT,MI_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESELL,PC_ENT,MI_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 
E_AESELL,PC_ENT,MI_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 
E_AESELL,PC_ENT,MI_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
E_AESELL,PC_ENT,MI_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 
E_AESELL,PC_ENT,MI_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,MI_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 
E_AESELL,PC_ENT,MI_C10_S951_XK,BE	: 	: 	: 	19 	19 	17 	15 	19 	21 	22 	: 
E_AESELL,PC_ENT,MI_C10_S951_XK,DE	: 	: 	: 	: u	: u	: u	: u	: u	: u	31 	: 
E_AESELL,PC_ENT,MI_C10_S951_XK,DK	: 	: 	: 	22 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,MI_C10_S951_XK,PT	: 	: 	: 	: 	: 	8 	7 	8 	7 	11 	: 
E_AESELL,PC_ENT,MI_C10_S951_XK,SE	: 	: 	: 	21 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,MI_C10_S951_XK,SI	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 
E_AESELL,PC_ENT,MI_C10_S951_XK,SK	: 	: 	: 	9 	12 	8 	11 	13 	11 	7 	: 
E_AESELL,PC_ENT,M_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 
E_AESELL,PC_ENT,M_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 
E_AESELL,PC_ENT,M_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
E_AESELL,PC_ENT,M_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 
E_AESELL,PC_ENT,M_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 
E_AESELL,PC_ENT,M_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 
E_AESELL,PC_ENT,M_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 
E_AESELL,PC_ENT,M_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 
E_AESELL,PC_ENT,M_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 
E_AESELL,PC_ENT,M_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,M_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 
E_AESELL,PC_ENT,M_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22 
E_AESELL,PC_ENT,M_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 
E_AESELL,PC_ENT,M_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 
E_AESELL,PC_ENT,M_C10_N82_XK,EU27_2019	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 
E_AESELL,PC_ENT,M_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 
E_AESELL,PC_ENT,M_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27 
E_AESELL,PC_ENT,M_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 
E_AESELL,PC_ENT,M_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24 
E_AESELL,PC_ENT,M_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 
E_AESELL,PC_ENT,M_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 
E_AESELL,PC_ENT,M_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 
E_AESELL,PC_ENT,M_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 
E_AESELL,PC_ENT,M_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 
E_AESELL,PC_ENT,M_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 
E_AESELL,PC_ENT,M_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 
E_AESELL,PC_ENT,M_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 
E_AESELL,PC_ENT,M_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44 
E_AESELL,PC_ENT,M_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 
E_AESELL,PC_ENT,M_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 
E_AESELL,PC_ENT,M_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 
E_AESELL,PC_ENT,M_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 
E_AESELL,PC_ENT,M_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 
E_AESELL,PC_ENT,M_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 
E_AESELL,PC_ENT,M_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28 
E_AESELL,PC_ENT,M_C10_S951_XK,AT	35 	27 	31 	30 	30 	27 	26 	24 	22 	28 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,BA	22 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,BE	38 	38 	38 	38 	35 	33 	29 	36 	36 	43 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,BG	15 	11 	15 	11 	11 	12 	8 	9 	9 	6 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,CY	31 	29 	30 	29 	27 	26 	20 	19 	17 	15 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,CZ	36 	30 	32 	30 	28 	30 	32 	30 	35 	25 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,DE	25 	29 	33 	32 	34 	30 	33 	32 	30 	30 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,DK	42 	41 	40 	38 	36 	35 	38 	40 	36 	34 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,EA	28 	29 	31 	29 	29 	26 	26 	25 	24 	23 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,EE	28 	29 	28 	25 	22 	21 	20 	19 	19 	19 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,EL	21 	20 	17 	22 	11 	19 	18 	12 	14 	13 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,ES	29 	29 	29 	29 	28 	27 	24 	23 	19 	19 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,EU15	: 	30 	31 	30 	31 	27 	27 	27 	25 	25 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,EU27	: 	28 	29 	28 	28 	25 	25 	24 	23 	22 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,EU27_2019	27 	28 	29 	28 	27 	25 	24 	23 	22 	21 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,EU28	28 	28 	29 	28 	28 	25 	25 	24 	23 	22 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,FI	36 	37 	37 	33 	33 	32 	32 	33 	30 	31 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,FR	32 	33 	35 	35 	34 	26 	27 	26 	24 	21 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,HR	25 	24 	24 	22 	24 	32 	25 	29 	22 	23 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,HU	21 	23 	21 	20 	20 	18 	16 	16 	16 	13 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,IE	54 	53 	51 	47 	51 	43 	42 	37 	35 	34 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,IS	: 	42 	: 	: 	: 	54 	52 	54 	: 	35 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,IT	21 	20 	19 	16 	15 	13 	12 	10 	11 	8 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,LT	31 	29 	27 	25 	24 	25 	24 	21 	28 	24 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,LU	19 	19 	18 	19 	16 	16 	19 	21 	22 	19 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,LV	17 	19 	17 	14 	16 	15 	15 	15 	14 	10 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,ME	19 	14 	13 	9 	: 	: 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,MK	: 	: 	: 	9 	5 	7 	5 	5 	8 	7 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,MT	: u	34 	30 	32 	28 	29 	30 	27 	28 	26 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,NL	33 	34 	32 	32 	30 	32 	29 	30 	29 	30 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,NO	36 	38 	38 	37 	37 	38 	38 	47 	42 	46 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,PL	21 	20 	19 	19 	19 	16 	16 	15 	: u	12 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,PT	: u	31 	32 	26 	29 	24 	25 	23 	20 	25 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,RO	10 	10 	10 	10 	10 	9 	8 	7 	5 	6 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,RS	32 	27 	28 	: 	: 	24 	: 	: 	: 	: 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,SE	49 	47 	41 	40 	42 	40 	34 	37 	37 	40 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,SI	30 	35 	30 	23 	30 	28 	22 	19 	20 	19 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,SK	23 	24 	23 	21 	20 	20 	21 	16 	18 	10 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,TR	13 	12 	13 	13 	15 	: 	: 	: 	: 	12 	: 
E_AESELL,PC_ENT,M_C10_S951_XK,UK	36 	31 	31 	29 	31 	30 	30 	32 	30 	28 	: 
E_AESELL,PC_ENT,SM_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 
E_AESELL,PC_ENT,SM_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 
E_AESELL,PC_ENT,SM_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 
E_AESELL,PC_ENT,SM_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 
E_AESELL,PC_ENT,SM_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 
E_AESELL,PC_ENT,SM_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17 
E_AESELL,PC_ENT,SM_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 
E_AESELL,PC_ENT,SM_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 
E_AESELL,PC_ENT,SM_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,SM_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 
E_AESELL,PC_ENT,SM_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 
E_AESELL,PC_ENT,SM_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 
